"response"	"v1"	"v2"	"v3"	"v4"	"v5"	"v6"	"v7"	"v8"	"v9"	"v10"	"v11"	"v12"	"v13"	"v14"	"v15"	"v16"	"v17"	"v18"	"v19"	"v20"	"v21"	"v22"	"v23"	"v24"	"v25"	"v26"	"v27"	"v28"	"v29"	"v30"	"v31"	"v32"	"v33"	"v34"	"v35"	"v36"	"v37"	"v38"	"v39"	"v40"	"v41"	"v42"	"v43"	"v44"	"v45"	"v46"	"v47"	"v48"	"v49"	"v50"	"v51"	"v52"	"v53"	"v54"	"v55"	"v56"	"v57"	"v58"	"v59"	"v60"	"v61"	"v62"	"v63"	"v64"	"v65"	"v66"	"v67"	"v68"	"v69"	"v70"	"v71"	"v72"	"v73"	"v74"	"v75"	"v76"	"v77"	"v78"	"v79"	"v80"	"v81"	"v82"	"v83"	"v84"	"v85"	"v86"	"v87"	"v88"	"v89"	"v90"	"v91"	"v92"	"v93"	"v94"	"v95"	"v96"	"v97"	"v98"	"v99"	"v100"	"v101"	"v102"	"v103"	"v104"	"v105"	"v106"	"v107"	"v108"	"v109"	"v110"	"v111"	"v112"	"v113"	"v114"	"v115"	"v116"	"v117"	"v118"	"v119"	"v120"	"v121"	"v122"	"v123"	"v124"	"v125"	"v126"	"v127"	"v128"	"v129"	"v130"	"v131"	"all.var.na.count"
"Class_1"	0.945083770428	6.04378617303	4	4.22567867339	7.6529917988	2.8097065205	2.579821682	0.0319695339843	8.1249995819	5.22975856619	16.5840217503	9.47758980217	2.7223025969	15.1391304087	1.39698743465	2.9999990754	3.56378716353	0.242419243728	0.176250387064	18.6234745556	8.77134039096	20200	-5.7466190198e-08	5	0.211642831918	1.68582290345	3.39718964176	1.67201175609	8.76117466288	6	3	0.996169223766	1.02171063769	6.63427850572	8.78671720304	11.5288517973	0.39603991576	0	1.76625534857	13.4737000322	7.68837759062	12.439336407	1.98347151237	12.4936724929	8.77256763064	0.144059302361	3	12.2875106352	8.22477604355	1.11950704465	7.70736235554	4	16.6763838857	0.0751403207659	0.536398370093	52	4.03575921092	1.80757964927	11.4098677761	1.5921664236	15.8918976217	1	0.154583736754	6.18815652891	17.6402428302	1	9.27203027252	18.0758021455	6.99999998283	11.1867653877	6	4	1.49219483916	2	4	2.16787972569	7.35632116794	13.9999998293	2	0.937500393982	7.81088250621	8.87915973877	1.07279724502	0.45977094835	3.05084833377	0.881225170855	9.65898061507	2.91187748533	0.0865427874803	0.989659417886	4	0.55796207198	5.42484187884	3.38167245896	0.58783670728	7.3052354252	6.73267415141	9.80478428059	0.889740257649	18.1924200201	7.12382340163	1.36530278574	4.19110254854	1.78190041613	0.0189156379068	12.3901319304	5	1.86537575541	3.47039448874	2	1.83908097885	6	1	11.0600232366	11.9999999789	1.98250739223	6.18887670957	7.12871300534	6.56647271383e-07	0.291544980702	1.30434730701	7.18750055463	1.97087859895	0.0591093346133	56	1.66497692187	3.68773869289	1.89916990477	3	0.792079134328	2.00000021982	0
"Class_1"	2.20295144988	9.04331595356	4	4.11592730321	8.43308662976	2.34014925718	2.80093134378	0.169404334592	9.9730453635	1.05032857113	15.6942823566	6.41829112127	3.00238416909	11.354499888	1.85216142821	4.770642993	3.95226322462	1.29408383188	0.180051805827	17.9844294723	6.70541282514	12906	4.05865772872e-07	5	0.213104028373	1.74648415071	2.87341508435	8.25742960847	7.7452757259	1	2	1.43670784186	2.25731221398	7.1154486069	8.34584614636	14.7650200571	0.850277577228	0	0.980796241149	8.50662105323	6.96350019567	12.4152219445	2.1470238345	11.9656737261	9.1302623227	0.128388026206	10	12.1983804587	7.69867946304	1.09162874378	7.06396308081	7	16.0561489725	0.0889010899727	1.73958072132	59	3.99689407018	4.84980970053	9.67132609493	1.52817345785	15.2523390313	1	0.125092794621	6.57115653266	15.9404702093	3	8.87393191791	16.8214084585	10.2752301014	11.4650001057	2	1	2.24863811169	2	2	2.48395565639	6.7978263104	13.1192670309	8	2.80323352791	6.67785701363	11.6170471125	2.22107108147	1.61532540039	2.32727272993	1.03287653719	7.9948373105	1.99844641545	0.169520088833	1.02143174744	3	0.436431755594	4.80151011185	3.75071929101	0.506929246184	6.21796474188	5.95194034049	9.00685503273	1.09155146909	15.0846539165	5.23413069903	1.78516744292	5.21464730413	2.09370121978	0.0864497648061	12.3398036675	3	1.87568974756	0.904605382515	1	3.29277846716	22	35	15.1703418363	9.72477003341	2.15240617253	3.97163090591	6.80221777591	0.898022951857	2.27198208118	2.8850025256	7.16981229787	2.89002692021	0.0367644909618	14	1.60301931519	4.37807449707	1.464329511	0	1.61183064367	2.11009213498	0
"Class_0"	1.1635214871	10.6568424025	4	3.95049613504	6.07935368267	2.22222135095	2.53668790183	0.041137431332	8.47825997555	3.15098410419	15.6944439242	8.11040786145	3.26389346207	11.4310830682	1.91815813841	1.46341379836	3.40008082141	0.336418756422	0.17889368855	18.1794737638	5.7048094778	21671	-9.04037681105e-07	4	0.111090285166	2.11390606004	2.66247436209	2.03763078705	8.19706512721	5	2	1.22641579973	1.71907801297	8.89449090444	8.09224244272	12.4330748281	0.495867070078	0	2.04547856174	7.80768475704	7.10691881782	12.2641503138	2.54629620044	10.7434620316	10.5193339431	0.103481965768	6	12.5719122783	7.77777760511	0.676399884891	8.81156299855	12	15.5498723534	0.0660887034992	1.19496851063	41	3.89937165884	0.756302591078	9.18537271695	1.99860270042	15.467413753	1	0.107878400179	5.96889708657	16.1882737945	1	9.05660312946	16.4285713257	9.26829199198	11.6109589128	2	1	1.88078788722	2	2	2.05084683788	6.75052371833	17.0731706801	11	0.652174591374	9.42509433889	8.59894905241	2.20125708706	0.377358435152	2.13740476153	1.13207605584	7.10928871285	2.93500977379	0.0962473552332	0.980387503012	7	0.526243421026	4.45154291763	3.37503728188	0.583312743753	6.37316572016	8.59504167999	8.55242462326	0.960866537128	19.1596648323	4.76112782974	1.67316460804	4.28660366304	2.10234894565	0.0173184823061	12.0423260181	2	1.65709335868	1.69407905976	1	2.76729460569	19	19	15.5003784753	10.7317079731	2.65984625555	4.22545683662	9.09090885422	0.309745797861	1.68067288575	2.83018839342	7.82608626774	2.34916702912	0.00673958404717	75	1.63984385527	3.65566040289	1.32959898382	0	1.35537184485	1.46341553392	0
"Class_1"	1.7223434074	6.47604355152	4	3.66935559887	8.83570316455	2.54107247318	1.98795261415	4.8752766017	7.67816148496	1.02844696509	16.2367224366	6.55691613387	4.23446788694	11.8667080665	1.41621931366	3.53333429774	4.96262998279	1.12728903137	0.223225245589	18.2843994921	7.22471936506	2453	3.38968384557e-08	3	5.90812850921	2.0481922899	1.82365891025	7.80628593474	9.18400966736	8	2	1.37185037769	3.28587004069	2.65888337821	10.1861986637	15.3841349281	0.936639956206	0	0.162784231521	15.5314381396	8.78970488692	13.937569106	2.06373300312	11.7653194986	10.6448985899	4.52368291024	3	11.2118266545	9.5673598572	0.661726008579	7.46049693307	10	16.4102565925	4.16981715226	2.62869571545	55	3.93209250589	14.8965517848	11.9756078086	1.87750949	14.7545738017	1	5.56767612626	7.91957640514	15.51769219	2	10.8269446969	18.5705326228	10.6666662693	14.2917676116	6	1	1.75982117677	2	4	3.17722858548	8.24753639315	15.2666662915	5	2.43678186398	7.93894988156	3.72797909516	3.76232126763	1.74151113382	3.39839320149	0.936473724705	9.40498849413	2.05914524032	6.01888980138	0.998754831853	2	0.79374309784	5.55408190498	3.30038600685	0.939738545951	7.5355969266	10.3030307198	3.72787122542	1.03413735783	4.91536017579	7.36531584219	6.2187066442	4.25791176279	2.59671295645	2.9544441158	13.3566800078	6	2.06936122727	2.71501320593	2	4.60021940463	7	1	8.37887162859	9.3333343007	2.23017368915	9.03750609448	11.2396703614	6.76456379618	1.27899657362	3.93245507486	5.24137978833	5.34064122867	3.15106409041	18	1.54689628515	1.3656899175	1.58791202681	0	3.30578581826	1.13333246233	0
"Class_1"	0.542522750126	13.8665678815	1	4.81818971052	7.73369135348	2.22873969047	1.43694927236	0.0242665410784	8.80952286076	3.93873035335	16.6951562703	7.8563087115	3.70765162481	17.0909370314	2.02802332828	6.66666765749	4.18829204969	0.180931031248	0.241224760153	19.4390247978	11.0884313912	4309	6.32132715923e-07	3	0.146644788236	1.18279644445	1.67155351032	1.45606105392	9.94134984938	1	1	1.62756522244	0.703811692413	10.7580868619	9.32551312604	11.4693639905	0.408163583851	0	0.845179529902	5.65371577017	8.59237439452	12.7272732734	1.25356216624	11.1475676924	12.5003775699	0.114737523493	4	11.6682216659	8.82697999416	2.99024275711	6.77252299117	11	16.8731567428	0.100239419471	0.17595334306	50	3.95894333318	0.156249932588	13.080447376	1.07526953718	15.9542925949	0	0.141290424229	6.96877196204	18.9481696212	3	10.2932554739	18.7500007085	3.33333366532	13.9983897268	6	0	2.19610563751	2	4	2.61715008002	7.39002911462	11.6666664914	10	0.952380767003	7.71856164679	8.87332215343	0.615835750952	0.70381312041	0.87431757707	1.45161221776	7.90496680625	5.21994071526	0.106560273341	1.1561146728	8	1.23658836708	4.45898490046	2.57796530626	1.265947172	8.38709722765	8.16326542796	5.35246858253	1.02150626862	19.7656242719	7.50785930968	1.13775223554	3.55331479098	2.68509843215	0.0132651945257	13.0492563962	4	2.05847376907	3.61842131384	3	1.75953157061	7	1	17.4577705719	16.6666659102	1.17994094126	6.31578861609	8.97959176418	0.675021015262	0.468749603643	0.697675294416	7.85714207537	0.995454288568	0.00432948574887	28	1.11506937416	1.92448620743	1.93873684963	0	0.979591123459	1.66666573229	0
"Class_0"	-999	-999	4	-999	-999	-999	-999	-999	-999	0.525163310046	-999	6.03736729283	-999	10.4789419774	-999	-999	-999	-999	-999	-999	6.57247999606	20066	-999	4	-999	-999	-999	-999	-999	1	2	-999	-999	10.7397133999	-999	-999	-999	0	-999	2.2473050386	-999	-999	-999	-999	-999	-999	6	-999	-999	1.07842470577	-999	13	-999	-999	-999	126	-999	-999	-999	-999	-999	2	-999	-999	-999	3	-999	-999	-999	-999	2	2	-999	2	2	-999	-999	-999	11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	-999	-999	1	-999	22	25	18.7038907681	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	38	-999	-999	-999	0	-999	-999	100
"Class_1"	1.68693029183	6.6017886661	4	4.83133868153	4.06859446435	2.49240085866	2.49240210547	0.0309696685511	9.77777701338	1.57549283358	16.1967204212	6.67197304659	2.79482625343	12.7939427976	1.38888854542	2.28571506839	2.86211512018	0.240300621632	0.156303077457	18.3461150891	7.85472792746	17924	9.30500387887e-07	3	0.0552977350973	2.00607808108	3.009117937	1.40474727975	8.20668788165	4	2	1.00303921067	2.1276603283	6.24626966817	7.53799312873	13.0755500249	0.731706956304	0	1.90911385088	10.4095225749	7.50759822402	12.0060793795	2.36065520095	10.0022664228	9.25451198227	0.0997185810524	9	13.0745279552	8.1458962017	1.45844030616	10.5747802399	13	16.2962965385	0.022445859294	1.27659592227	121	4.34650486008	0.117646511755	10.9351968918	1.8389062898	15.5707123096	1	0.080080015002	5.0906512086	16.2196922573	1	9.27051699473	16.3529412196	7.99999911965	10.6687054044	6	1	1.50273207237	2	4	1.72878046355	6.65653563554	16.0000000139	3	1.77777728351	11.5121003371	7.43724540612	2.55319129656	0.729484215551	1.60000072984	0.820669296563	4.39000975566	3.28267451924	0.0311238995714	0.9393509251	8	0.538048965342	4.32484327184	2.89734358666	0.611672174448	6.68693076201	8.04877977152	8.83616909538	0.835866143879	19.117647963	6.30269568281	1.64639445747	3.52946298423	1.49091286802	0.00922666929259	11.0818121049	4	1.17778457206	0.641447680467	1	3.82978746396	5	19	13.9258626481	12.0000006758	2.44444544097	2.43374357259	8.78048756261	-1.5545061567e-07	1.82352898645	3.13432819048	7.99999947323	2.94504802676	0.145683008393	63	1.48595296671	4.50227931151	0.822031014101	0	1.70731610931	1.71428596571	0
"Class_0"	1.32623243038e-07	14.8645131141	4	4.60989259377	8.2649624986	1.63934390021	2.29508206949	0.00570024331657	11.4285718029	1.05032847199	16.7272731296	6.30847238808	3.25455679146	11.718310272	2.91666742181	4.00000027127	4.19537938894	0.0381654534061	0.274646937421	16.8730777476	7.06393012951	12046	4.4916019184e-07	5	0.134376351721	0.300545621171	2.45901559023	0.25871215025	8.19672203064	1	2	1.96721243202	1.63934510851	6.53020600011	5.57376985777	11.0410478809	-6.07952548322e-07	0	2.40406863349	9.43202273855	7.54098410293	13.4426224597	0.363636109742	10.1649547904	9.58342773571	0.113012629322	9	11.3735765412	8.85245991779	1.39681509435	7.03347433665	5	17.2000000741	0.155152386265	0.491804054466	70	6.06557319425	0.370369376603	9.13370382758	0.300546316292	16.7515658501	1	0.183747379499	7.1094756745	15.700482674	2	9.01639319772	16.6666662521	3.99999978643	10.925441528	6	1	3.03030302766	2	4	2.59087941734	6.55737689474	16.0000001582	3	1.42857058363	7.13106775591	8.79743065539	1.96721230104	0.983606680053	1.12966767176e-08	1.72131064595	7.54888816637	3.60655833371	0.126826194655	1.08779936523	7	0.591753286961	5.00859351337	4.68799636934	0.651391612648	7.04917939407	1.42857170101	9.03176957491	1.20218637874	19.2592600813	8.60599479468	1.05744083223	7.03502859497	2.50168955992	0.00302564039623	13.6122690052	2	2.76898314855	4.67105247811	1	3.93442620473	21	5	14.629591546	15.9999996992	0.400000229423	7.18178378481	1.42857117338	-7.01353122426e-07	0.740740251403	2.22222198745	9.99999934686	1.13753792171	0.0050030327324	10	1.78097958664	3.07376978253	2.21641773826	0	1.4285719228	3.14027797248e-07	0
"Class_0"	1.60570305246	2.18561337613	4	2.40821858692	7.05682050272	2.20706839799	2.6162432858	0.786776974639	7.68115911595	0.568928127822	15.7874770144	6.38945747528	2.79844841354	9.43492968287	1.69334977442	3.30578443731	0.931772500939	0.624071811538	0.244998622051	15.1532718141	5.53787355426	1248	8.5401662954e-07	5	0.934616256068	1.3184540516	4.31494031512	3.44665368644	5.03409748376	5	2	0.985739861702	3.00061902292	6.00279443305	7.41475596284	16.4185804328	0.663506600325	0	-1.37502603501e-07	9.78149152491	5.1580906565	11.0353387822	2.20113790643	6.0006767747	9.21159667374	1.00232533599	3	17.3338585319	6.69559804219	0.189274041079	14.2548752375	4	15.8620691639	0.547972160773	1.97148155996	21	3.37259707841	17.5311447827	6.19027726318	1.1593312546	9.36786747822	3	0.956466535165	1.82148101284	11.4791382932	1	6.53440774403	18.5277467637	8.76033142495	10.243040226	6	3	2.09519267322	2	4	0.533889037886	4.71171714207	15.5371895328	5	2.89854979785	9.98466362933	3.33767890441	3.49658975265	1.48791053818	4.98896170565	0.613763488101	6.68848053866	0.644761433352	1.01547885727	0.755731969722	4	0.274387117734	3.18745327132	4.76711385535	0.379527017518	3.992559758	4.83412339297	8.48811920914	0.500103181114	2.15175619275	2.20691431458	1.90595216796	7.10506761338	1.8651344969	0.336302786331	5.03472207111	5	1.54058464705	1.28413147553	2	5.05889705496	15	29	13.9275350003	11.2396690717	2.51231481953	6.05342005449	5.49763002868	14.5184746516	1.44960432798	5.22222192081	4.78260926163	8.23444020401	0.148428272776	13	1.83198965967	4.02200870965	1.02670142132	0	2.29383877796	1.15702425822	0
"Class_1"	-999	-999	4	-999	-999	-999	-999	-999	-999	2.0787751805	-999	6.69259027526	-999	13.3124041483	-999	-999	-999	-999	-999	-999	7.75992695098	5602	-999	4	-999	-999	-999	-999	-999	1	3	-999	-999	5.7264825401	-999	-999	-999	0	-999	11.7379353189	-999	-999	-999	-999	-999	-999	3	-999	-999	2.42828800599	-999	10	-999	-999	-999	52	-999	-999	-999	-999	-999	1	-999	-999	-999	3	-999	-999	-999	-999	6	2	-999	2	4	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	-999	-999	2	-999	10	1	13.2485331105	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	39	-999	-999	-999	1	-999	-999	100
"Class_1"	0.514364632845	7.38931426372	1	3.1668411503	9.44093876282	2.00185328169	2.29842496292	0.765900581887	10.9030107407	3.93873139632	15.0886084771	7.48567291111	4.31898152922	14.7756780737	2.53690111756	6.13861350445	3.02146429493	0.63679497989	0.194089808383	18.2266894301	8.60343835858	14095	-5.92927174844e-07	2	1.65207918877	2.17485400002	1.90917461331	4.61193159169	10.0463396964	1	1	2.26598665918	1.87210344997	5.72928865984	9.43466139171	14.733920638	0.241934756909	0	0.1680980468	13.6053821805	8.28544858745	14.1149216768	2.16033733978	9.45842011728	10.3616921302	1.16822328617	4	13.3863972221	9.04541212522	4.02024720699	7.52334339354	11	15.2583029495	1.11905330107	1.27896254282	8	4.38368823528	18.40177524	12.3256709253	2.12388047503	14.3921472671	0	1.05054201157	5.31727247724	16.7777643371	1	10.9823916108	19.0455043304	9.10891162635	14.5449293896	2	0	2.86568254113	2	2	1.82152330675	9.4810015907	13.267325954	16	2.0735788242	7.13974147626	3.73164942477	1.86283501537	1.72381864882	3.81282500774	1.83503257268	12.4052805455	1.20481969781	1.31124962885	1.00707882679	4	0.745795540557	5.11480983224	3.31778762172	0.812816836547	7.6645038491	10.0806443568	6.24492860676	1.17238215465	1.53163188765	5.84584084999	3.18611560798	4.72581513637	3.02054397245	0.500459552573	10.8954111697	5	1.93308419542	3.72426829856	3	3.05838660706	2	1	12.3131505838	10.8910891896	2.30627226835	10.4385917255	10.3225800238	6.06789925433	0.776914651847	2.05942655692	8.82943088344	4.33030263821	0.952573823218	9	1.35925495128	1.12951736072	1.89094944002	0	1.62903223133	0.594059972859	0
"Class_1"	2.09335310804	5.69613961406	4	5.10529722602	8.83658384744	2.73456006048	2.77227739102	0.195442722337	8.90410869375	2.62582014586	15.4895833742	6.56002716948	3.26618577496	11.4677012507	1.86950105304	3.8888881854	3.24704272364	1.41564719624	0.17776998779	18.1719610904	5.88836921503	4836	4.55685285097e-07	3	0.145123588231	2.06584876981	3.44177268874	9.06777941827	8.03866050663	4	2	1.37906744781	2.03677423851	8.09716560517	7.50589377175	12.9922659844	0.81632744352	0	1.11261761306	8.53990349324	7.0108433609	12.5129651108	2.48958374542	10.1384726136	8.30303856404	0.136459761246	6	12.897653904	7.67562499492	3.91313876418	6.97146814917	2	15.6832848429	0.154814603383	1.37199508585	41	4.23385164038	2.81577713889	10.4045340114	1.85840092595	14.9993007751	1	0.155942522076	5.66437738607	16.2272382362	3	9.05233377429	17.9930100546	8.98148239026	10.6694356163	6	1	2.11588514805	2	4	1.96958001939	6.24705331065	13.8888887295	11	1.91780726578	6.63869109206	10.2568596867	2.12164169605	1.18811838554	1.96232260699	1.08203594938	8.77481598016	3.74351637186	0.176885198416	0.964337895685	2	0.462328347622	5.39398515491	3.66529286204	0.525377665594	6.30362945547	7.31292580892	8.80937339169	1.27062624213	16.714927205	6.86296305221	2.95349976811	4.90346774096	2.25096569935	0.131611972369	11.4784281035	6	2.54064753796	2.59868484255	1	3.33804882109	15	5	16.0521633889	10.9259264641	2.52199379118	5.71108684923	8.12925152707	0.822932874623	0.988516491397	2.76412698464	6.98630134063	2.60136843496	0.0180500496614	13	1.64931473744	3.81895345085	2.04936268312	0	1.4693883053	2.22222302992	0
"Class_1"	0.937302749005	9.78700058589	4	4.33665393408	13.7592463337	2.70213166065	2.70213295003	0.208539248442	8.97540935122	1.02844544791	15.75784023	6.53685439589	3.25575032869	9.60354216238	1.59872022547	5.59241648238	5.13550239268	1.5287298791	0.168666509806	18.7178164473	4.95150837348	4858	-1.45785517319e-07	2	0.154098948833	2.0744497591	2.58813681167	10.1261494722	8.80304053357	5	2	1.38695362277	1.78171815759	7.96131381261	8.35127794963	10.8982751542	0.374999923167	0	0.640196001052	7.14709469589	7.6377444683	12.8900138996	2.33449394573	13.1780277258	9.78017402042	0.12926072347	3	10.6285348738	8.13172912713	0.717481327691	3.73807549513	8	16.0095918204	0.0584020458997	1.58328001651	92	4.36985396433	2.75543231786	11.400284386	1.98156358194	16.4866360294	2	0.131013598129	8.2998330164	17.1835790529	1	9.69389992715	17.6791495675	11.8483403311	12.9847119821	2	2	1.98715077793	2	2	3.26139011847	7.86573799022	13.2701415233	5	2.41803204273	3.56133787945	13.1465274649	1.77327366949	1.49461725495	2.05731101701	1.0132998644	11.8350628031	1.91682598792	0.141533090145	0.989622107413	4	0.531330699964	5.78388549329	3.38960523047	0.586590339022	7.04665352975	8.00000067938	8.30171896954	1.45521093749	17.0966255248	6.94730069616	1.80701737209	4.7747587834	2.24585637381	0.154028730071	14.4662927756	5	2.47790481145	1.69407961547	2	2.17859436926	8	1	15.9377849665	8.15165864043	2.45563638338	6.48003023954	8.37500017385	1.00036737206	1.71983372693	2.18068575168	6.55737763011	2.00131162707	0.231807803386	41	1.41733900777	3.25364100885	2.26169815239	0	1.31875064311	1.13744150271	0
"Class_0"	-999	-999	4	-999	-999	-999	-999	-999	-999	3.12910370541	-999	8.18409291196	-999	14.1303133472	-999	-999	-999	-999	-999	-999	8.17540754147	15338	-999	5	-999	-999	-999	-999	-999	4	3	-999	-999	6.07102493802	-999	-999	-999	0	-999	12.2501980055	-999	-999	-999	-999	-999	-999	3	-999	-999	0.42696785801	-999	8	-999	-999	-999	52	-999	-999	-999	-999	-999	2	-999	-999	-999	1	-999	-999	-999	-999	6	3	-999	2	4	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6	-999	-999	2	-999	7	1	11.9280464246	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	76	-999	-999	-999	1	-999	-999	100
"Class_0"	1.3040700435	3.76794655567	4	2.71222819324	8.05824525522	3.38353158292	2.26209465653	2.01959793193	11.2033186659	1.05032909894	14.6353520523	6.66749372932	5.09552496759	11.9678251283	3.11166437141	5.75471738177	1.81246442267	1.16474673756	0.212201791309	17.9844607911	7.36370593655	5355	5.08856054936	5	2.55355775454	1.92673332555	2.17237989102	6.67094389179	9.00993175866	1	2	2.59532171675	2.7170772657	5.91887976372	8.95866794668	15.5920302951	0.623229797532	0	0.354484082907	10.3986682751	7.58731157039	13.7391866309	2.02719453989	7.78860424058	7.00845078333	2.27854610264	5	15.6285944608	8.38833720309	0.399090676131	9.72982933375	8	14.8506410311	1.072331944	1.98013362994	70	3.54373592672	15.7524262277	9.0090085901	1.79750109867	11.4580120045	1	2.41189003448	3.27453603777	15.7270591627	2	10.3684725085	18.7257279279	9.71698040854	12.6572790688	2	1	3.47651386338	2	2	1.08370321463	8.61903181929	13.207547396	4	2.53112005343	8.7676024098	3.40156861466	2.69144545999	2.34540276499	4.69613343692	2.01858314481	9.4647692598	0.78180033469	1.22243168495	0.748371587684	2	0.671048546601	4.63342469067	3.57005846042	0.775832853456	6.6901636035	8.66855499648	7.0922260896	0.928120491625	4.24757213901	4.8914953593	2.19519291391	4.69116860412	3.36681093961	1.11371954346	7.46425006503	6	1.4791789934	2.47873220619	1	4.19096371321	18	9	13.5238898854	10.2830194451	2.1763876738	8.08433354439	9.29178527406	10.7522731555	0.934467009764	3.20855635837	8.71369220034	6.49521659391	0.189180401605	27	1.64299722582	3.84492227119	1.42392343507	0	2.40226599952	1.03773520587	0
"Class_1"	6.59848350909e-07	14.9975765565	4	5.53467610744	6.39542777814	1.21212143897	3.33333397999	0.00277390158999	-1.23379743133e-07	1.83807479142	17.2413791961	6.93503083065	3.16631439052	11.3370106604	-6.43898862305e-07	-3.59215501597e-07	4.68715562853	0.0374592454444	0.155355125616	18.4365388864	5.86680978534	11785	-2.58749325748e-07	4	0.184192084291	2.22222154608	3.03030347929	0.138977490293	8.48484879985	4	2	2.53039658461e-07	0.606059609459	3.76035173778	6.66666724501	12.2784062589	4.26848341278e-07	0	7.34828714156	14.6045881005	7.57575788889	12.4242417725	2.75862069605	10.8367774697	7.38117465312	0.104877331374	6	10.9219794944	8.18181902271	1.26329628248	9.85717791965	10	17.142857172	0.0712314240628	0.909091439018	102	4.8484853665	2.33904862955e-07	9.45643953456	2.22222129402	16.6351068117	1	0.126634725403	7.72646052393	17.6548085099	1	8.78787974365	10.1886796762	19.9999991586	6.04276711426	6	1	-7.09157581088e-07	2	4	2.94991918549	5.1515151752	20.0000000691	11	-6.48657082206e-07	9.10337030606	8.70402810987	0.909090335117	5.23232956224e-07	3.33790576593e-07	-1.95950099006e-07	12.0221384737	6.6666675656	0.0981755360869	0.988496876807	4	0.394086252431	4.8857620717	3.85141653574	0.405886317318	7.27272779091	7.27272705736	9.79856772257	3.33333251188	20.0000009479	9.42785878011	0.722807070552	6.11959631516	0.990930018047	0.000873124679259	14.0820302666	5	1.77933088887	1.95723695458	1	2.96669412903e-07	21	19	9.90489119412	-4.64966800901e-07	2.85714331897	4.56886808718	7.27272787698	8.38808301312e-08	3.01886888276	1.11111162456	-1.28075049107e-07	0.698104337227	0.00842863641027	10	1.31684482888	5.11363571037	1.4272675311	0	0.363636376995	4.84606979678e-07	0
"Class_1"	0.269090193283	8.89260484882	1	7.08342685959	11.1432422073	1.90545472765	2.19636444336	2.58674263444	4.4236768545	3.93873038775	16.0589605023	7.58968324642	4.04275129855	14.0947233586	1.21243125881	-3.4212462716e-07	14.4450540507	0.918793692784	0.254167447913	17.0222893325	7.92914243103	13374	4.02903492749e-07	2	6.57420311258	2.43999963203	2.06545520176	5.8776995837	8.87272820011	1	1	0.774545408674	1.00363698765	7.05535415207	9.46909174284	6.03212472813	0.132450024026	0	1.43134553192	11.5085747114	7.52727339795	13.294544713	2.83941052369	15.7694252625	10.6820360411	5.01565618792	4	6.90055158654	8.76363540535	3.73120085854	2.34169376872	2	15.8852466135	6.77472312297	0.610909101269	41	3.62181837743	18.4769223399	16.2608620128	2.41333389253	12.1774083141	0	3.92575493407	15.5150662937	15.8662363363	3	9.37454584436	17.3384619405	8.11594185012	11.9444865498	6	0	1.14753057636	2	4	11.8699887608	6.91636311832	19.4202908518	16	3.99842078456e-07	2.45628778189	7.15119682269	1.46181850434	3.84548133852e-07	1.36054391663	0.774546428751	17.3021897816	4.27636455863	6.57896581233	0.996866905119	3	0.681979271053	14.5758847151	4.15182776601	0.715918359964	7.04727173372	11.9867540168	7.67130745432	1.05333274105	0.492307275628	15.0276268468	13.7163963663	5.43420283443	2.54470730244	8.45932430847	15.0342980469	3	9.49180367768	20.0000007714	3	1.78909145571	7	26	13.9425635266	11.8840589355	2.9672136441	14.7592386526	12.1192042988	0.10578747178	1.33846189298	1.66804976927	4.42367533728	1.71888068428	5.82963798792	20	1.91995993538	2.48181727627	12.0038729618	0	0.913906676181	0.57970917064	0
"Class_1"	-999	-999	4	-999	-999	-999	-999	-999	-999	2.62582048193	-999	7.19675992581	-999	12.190027798	-999	-999	-999	-999	-999	-999	6.63869306442	11385	-999	4	-999	-999	-999	-999	-999	1	2	-999	-999	7.66932865582	-999	-999	-999	0	-999	9.21640896525	-999	-999	-999	-999	-999	-999	6	-999	-999	2.14364340881	-999	12	-999	-999	-999	41	-999	-999	-999	-999	-999	1	-999	-999	-999	3	-999	-999	-999	-999	3	1	-999	2	2	-999	-999	-999	11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	-999	-999	1	-999	7	38	15.0397657234	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	77	-999	-999	-999	0	-999	-999	100
